City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
216,Iqaluit,CA,2021-09-28 11:39:39,63.7506,-68.5145,29.93,74,75,5.99
217,Itaituba,BR,2021-09-28 11:39:39,-4.2761,-55.9836,75.36,94,75,2.42
218,Kahului,US,2021-09-28 11:39:40,20.8947,-156.47,76.84,80,20,21.85
219,Dawei,MM,2021-09-28 11:39:40,14.0833,98.2,78.57,91,89,2.46
220,Cockburn Town,TC,2021-09-28 11:35:45,21.4612,-71.1419,82.74,73,92,8.9
221,Ixtapa,MX,2021-09-28 11:39:40,20.7,-105.2,77.23,95,100,2.64
222,Palu,ID,2021-09-28 11:39:41,-0.8917,119.8707,77.32,96,92,1.83
223,Ostrovnoy,RU,2021-09-28 11:39:41,68.0531,39.5131,54.9,75,75,12.82
224,Manta,EC,2021-09-28 11:39:41,-0.95,-80.7333,71.38,88,90,11.5
225,Hay River,CA,2021-09-28 11:39:42,60.8156,-115.7999,48.18,93,75,5.75
226,Huarmey,PE,2021-09-28 11:39:42,-10.0681,-78.1522,62.26,86,33,5.28
227,Manzil Kamil,TN,2021-09-28 11:39:42,35.6248,10.6673,87.98,54,20,11.5
228,La Ronge,CA,2021-09-28 11:39:43,55.1001,-105.2842,52.05,87,1,6.91
229,Sasovo,RU,2021-09-28 11:39:43,54.3537,41.9199,47.53,59,100,10.78
230,Bahia Blanca,AR,2021-09-28 11:35:54,-38.7196,-62.2724,52.95,48,14,9.28
231,El Tigre,VE,2021-09-28 11:37:46,8.8875,-64.2454,77.47,80,49,9.53
232,Severo-Kurilsk,RU,2021-09-28 11:39:43,50.6789,156.125,48.52,72,39,5.91
233,Klaksvik,FO,2021-09-28 11:39:44,62.2266,-6.589,50.92,83,92,26.66
234,Barbacena,BR,2021-09-28 11:39:44,-21.2258,-43.7736,62.11,88,75,10.36
235,La Sarre,CA,2021-09-28 11:38:38,48.8002,-79.1996,40.21,90,73,6.93
236,Omboue,GA,2021-09-28 11:39:45,-1.5746,9.2618,78.51,79,100,8.97
237,Ambilobe,MG,2021-09-28 11:39:45,-13.2,49.05,85.48,43,90,11.63
238,Kuusamo,FI,2021-09-28 11:39:45,65.9667,29.1833,57.24,58,0,9.22
239,Phan Thiet,VN,2021-09-28 11:39:45,10.9333,108.1,79.41,86,85,4.81
240,Ichinohe,JP,2021-09-28 11:39:46,40.2069,141.3017,55.78,95,37,4.59
241,Lompoc,US,2021-09-28 11:39:46,34.6391,-120.4579,60.39,91,90,5.75
242,Flin Flon,CA,2021-09-28 11:39:46,54.7682,-101.865,48.04,87,1,9.22
243,Erenhot,CN,2021-09-28 11:39:47,43.6475,111.9767,56.1,22,24,20.18
244,Christchurch,NZ,2021-09-28 11:39:47,-43.5333,172.6333,42.03,80,0,1.14
